"radio_name","radio_url","radio_city","radio_country","radio_tags","mp3_bitrate","mp3_url","aac_bitrate","aac_url"
"Flor FM","http://www.flortv.net/","Floreşti","Moldova","Local service",128,"http://93.116.2.253:8000/listen.pls",,
"Flor FM","http://www.florfm.com/","Guebwiller","France","Top 40",128,"http://stream.florfm.com:8000/florfm.m3u",,
"FM Galychyna","http://www.galychyna.fm/","Lviv","Ukraine","Adult contemporary",128,"http://194.44.221.175:8000/live.m3u",,
"FM Goud","http://www.fmgoud.be/","Peer","Belgium","Adult Contemporary",128,"http://stream16.fluoline.net:8008/listen.pls",,
"FM Österlen","http://www.fmosterlen.se/","Simrishamn","Sweden","Top 40/local information",64,"http://www.fmosterlen.se/livepls.m3u",,
"FM1 Gold","http://www.radiofm1.ch/","St.Gallen","Switzerland","Oldies",128,"http://www.radiofm1.ch/streaming/fm1gold128.m3u",,
"FM1 Hot","http://www.radiofm1.ch/","St.Gallen","Switzerland","Top 40/RnB",128,"http://www.radiofm1.ch/streaming/fm1hot128.m3u",,
"FM1 Melody","http://www.fm1melody.ch/","St.Gallen","Switzerland","Schlager/Oldies",128,"http://www.radiofm1.ch/streaming/fm1melody128.m3u",,
"FM1 Nord","http://www.radiofm1.ch/","St.Gallen","Switzerland","Adult Contemporary",128,"http://www.radiofm1.ch/streaming/fm1sg128.m3u",,
"FM104","http://www.fm104.ie/","Dublin","Ireland","Top40",128,"http://stream5.radiomonitor.com/FM104.m3u",,
"FMC Radio","http://www.fmcradio.fr/","Saint Maximin","France","Top 40",128,"http://www.fmcradio.fr/module/radio/fmc_haut_debit.m3u",,
"Fokus Radio","http://www.fokus-radio.com/","Belgrade","Serbia","Talk/music",,,96,"http://62.108.116.67:8000/fokus.m3u"
"Folk Radio","http://www.folkradio.hu/","Internet only","Hungary","Folk music",96,"http://list.folkradio.hu:443/modem16.mp3.m3u",,
"Folk Radio","http://www.folkradio.com.mk/","Skopje","Macedonia","Macedonian folk music",64,"http://89.205.127.244:8002/listen.pls",48,"http://89.205.127.244:8000/listen.pls"
"Forest FM","http://www.forestfm.co.uk/","Verwood","United Kingdom","Community Radio",128,"http://195.10.228.4:8000/forestfm.mp3.m3u",,
"Forth 2","http://www.forth2.com/","Edinburgh","United Kingdom","Adult Contemporary",112,"http://tx.whatson.com/icecast.php?i=forth2.mp3.m3u",48,"http://tx.whatson.com/icecast.php?i=forth2.aac.m3u"
"Forth One","http://www.forth1.com/","Edinburgh","United Kingdom","Top 40",112,"http://tx.whatson.com/icecast.php?i=forth1.mp3.m3u",48,"http://tx.whatson.com/icecast.php?i=forth1.aac.m3u"
"Fortuna Rádió","http://www.fortunaradio.hu/","Paks","Hungary","Top 40",160,"http://streamer.impressive.hu:8000/fortuna_paks_live.m3u",,
"Fortuna Rádió Bonyhád","http://www.fortunaradio.hu/","Bonyhád","Hungary","Top 40",192,"http://streamer.impressive.hu:8000/fortuna_bonyhad_live.m3u",,
"Fortuna Rádió Cece","http://www.fortunaradio.hu/","Cece","Hungary","Top 40",192,"http://streamer.impressive.hu:8000/fortuna_cece_live.m3u",,
"Forum","http://www.forum.fr/","Orléans","France","Top 40",128,"http://broadcast.infomaniak.ch/start-forum-high.mp3.m3u",,
"France Bleu 107.1","http://sites.radiofrance.fr/chaines/france-bleu/","Paris","France","Regional service",128,"http://www.tv-radio.com/station/france_bleu_ile-de-france_mp3/france_bleu_ile-de-france_mp3-128k.m3u",,
"France Bleu Alsace","http://sites.radiofrance.fr/chaines/france-bleu/?tag=alsace","Strasbourg","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_alsace_mp3/france_bleu_alsace_mp3-32k.m3u",,
"France Bleu Armorique","http://sites.radiofrance.fr/chaines/france-bleu/?tag=armorique","Rennes","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_armorique_mp3/france_bleu_armorique_mp3-32k.m3u",,
"France Bleu Auxerre","http://sites.radiofrance.fr/chaines/france-bleu/?tag=auxerre","Auxerre","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_auxerre_mp3/france_bleu_auxerre_mp3-32k.m3u",,
"France Bleu Azur","http://sites.radiofrance.fr/chaines/france-bleu/?tag=azur","Nice","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_azur_mp3/france_bleu_azur_mp3-32k.m3u",,
"France Bleu Basse Normandie","http://sites.radiofrance.fr/chaines/france-bleu/?tag=basse-normandie","Caen","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_basse_normandie_mp3/france_bleu_basse_normandie_mp3-32k.m3u",,
"France Bleu Béarn","http://sites.radiofrance.fr/chaines/france-bleu/?tag=bearn","Pau","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_bearn_mp3/france_bleu_bearn_mp3-32k.m3u",,
"France Bleu Belfort","http://sites.radiofrance.fr/chaines/france-bleu/?tag=belfort","Belfort","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_belfort_mp3/france_bleu_belfort_mp3-32k.m3u",,
"France Bleu Berry","http://sites.radiofrance.fr/chaines/france-bleu/?tag=berry","Châteauroux","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_berry_mp3/france_bleu_berry_mp3-32k.m3u",,
"France Bleu Besançon","http://sites.radiofrance.fr/chaines/france-bleu/?tag=besancon","Besançon","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_besancon_mp3/france_bleu_besancon_mp3-32k.m3u",,
"France Bleu Bourgogne","http://sites.radiofrance.fr/chaines/france-bleu/?tag=bourgogne","Dijon","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_bourgogne_mp3/france_bleu_bourgogne_mp3-32k.m3u",,
"France Bleu Breiz Izel","http://sites.radiofrance.fr/chaines/france-bleu/?tag=breiz","Quimper","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_breiz_izel_mp3/france_bleu_breiz_izel_mp3-32k.m3u",,
"France Bleu Champagne","http://sites.radiofrance.fr/chaines/france-bleu/?tag=champagne","Reims","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_champagne_mp3/france_bleu_champagne_mp3-32k.m3u",,
"France Bleu Cotentin","http://sites.radiofrance.fr/chaines/france-bleu/?tag=cotentin","Cherbourg","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_cotentin_mp3/france_bleu_cotentin_mp3-32k.m3u",,
"France Bleu Creuse","http://sites.radiofrance.fr/chaines/france-bleu/?tag=creuse","Gueret","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_creuse_mp3/france_bleu_creuse_mp3-32k.m3u",,
"France Bleu Drôme Ardèche","http://sites.radiofrance.fr/chaines/france-bleu/?tag=ardeche","Valence","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_drome_ardeche_mp3/france_bleu_drome_ardeche_mp3-32k.m3u",,
"France Bleu Frequenza Mora","http://sites.radiofrance.fr/chaines/france-bleu/?tag=corse","Bastia","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_frequenza_mora_mp3/france_bleu_frequenza_mora_mp3-32k.m3u",,
"France Bleu Gard Lozère","http://sites.radiofrance.fr/chaines/france-bleu/?tag=gard-lozere","Nimes","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_gard_lozere_mp3/france_bleu_gard_lozere_mp3-32k.m3u",,
"France Bleu Gascogne","http://sites.radiofrance.fr/chaines/france-bleu/?tag=gascogne","Mont de Marsan","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_gascogne_mp3/france_bleu_gascogne_mp3-32k.m3u",,
"France Bleu Gironde","http://sites.radiofrance.fr/chaines/france-bleu/?tag=gironde","Bordeaux","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_gironde_mp3/france_bleu_gironde_mp3-32k.m3u",,
"France Bleu Haut Normandie","http://sites.radiofrance.fr/chaines/france-bleu/?tag=haute-normandie","Rouen","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_haute_normandie_mp3/france_bleu_haute_normandie_mp3-32k.m3u",,
"France Bleu Hérault","http://sites.radiofrance.fr/chaines/france-bleu/?tag=herault","Montpellier","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_herault_mp3/france_bleu_herault_mp3-32k.m3u",,
"France Bleu Isère","http://sites.radiofrance.fr/chaines/france-bleu/?tag=isere","Grenoble","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_isere_mp3/france_bleu_isere_mp3-32k.m3u",,
"France Bleu La Rochelle","http://sites.radiofrance.fr/chaines/france-bleu/?tag=rochelle","La Rochelle","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_la_rochelle_mp3/france_bleu_la_rochelle_mp3-32k.m3u",,
"France Bleu Limousin","http://sites.radiofrance.fr/chaines/france-bleu/?tag=limousin","Limoges","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_limousin_mp3/france_bleu_limousin_mp3-32k.m3u",,
"France Bleu Loire Océan","http://sites.radiofrance.fr/chaines/france-bleu/?tag=loire","Nantes","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_loire_ocean_mp3/france_bleu_loire_ocean_mp3-32k.m3u",,
"France Bleu Lorraine Nord","http://sites.radiofrance.fr/chaines/france-bleu/?tag=lorraine-nord","Metz","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_lorraine_nord_mp3/france_bleu_lorraine_nord_mp3-32k.m3u",,
"France Bleu Maine","http://sites.radiofrance.fr/chaines/france-bleu/?tag=maine","Le Mans","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_maine_mp3/france_bleu_maine_mp3-32k.m3u",,
"France Bleu Mayenne","http://sites.radiofrance.fr/chaines/france-bleu/?tag=mayenne","Laval","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_mayenne_mp3/france_bleu_mayenne_mp3-32k.m3u",,
"France Bleu Nord","http://sites.radiofrance.fr/chaines/france-bleu/?tag=nord","Lille","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_nord_mp3/france_bleu_nord_mp3-32k.m3u",,
"France Bleu Orléans","http://sites.radiofrance.fr/chaines/france-bleu/?tag=orleans","Orleans","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_orleans_mp3/france_bleu_orleans_mp3-32k.m3u",,
"France Bleu Pays Basque","http://sites.radiofrance.fr/chaines/france-bleu/?tag=basque","Bayonne","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_pays_basque_mp3/france_bleu_pays_basque_mp3-32k.m3u",,
"France Bleu Pays d’Auvergne","http://sites.radiofrance.fr/chaines/france-bleu/?tag=auvergne","Clermont-Ferrand","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_pays_dauvergne_mp3/france_bleu_pays_dauvergne_mp3-32k.m3u",,
"France Bleu Pays de Savoie","http://sites.radiofrance.fr/chaines/france-bleu/?tag=savoie","Chambery","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_pays_de_savoie_mp3/france_bleu_pays_de_savoie_mp3-32k.m3u",,
"France Bleu Perigord","http://sites.radiofrance.fr/chaines/france-bleu/?tag=perigord","Perigueux","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_perigord_mp3/france_bleu_perigord_mp3-32k.m3u",,
"France Bleu Picardie","http://sites.radiofrance.fr/chaines/france-bleu/?tag=picardie","Amiens","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_picardie_mp3/france_bleu_picardie_mp3-32k.m3u",,
"France Bleu Poitou","http://sites.radiofrance.fr/chaines/france-bleu/?tag=poitou","Poitiers","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_poitou_mp3/france_bleu_poitou_mp3-32k.m3u",,
"France Bleu Provence","http://sites.radiofrance.fr/chaines/france-bleu/?tag=provence","Aix En Provence","France","Regional service",128,"http://www.tv-radio.com/station/france_bleu_provence_mp3/france_bleu_provence_mp3-32k.m3u",,
"France Bleu Roussillon","http://sites.radiofrance.fr/chaines/france-bleu/?tag=roussillon","Perpignan","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_roussillon_mp3/france_bleu_roussillon_mp3-32k.m3u",,
"France Bleu Sud Lorraine","http://sites.radiofrance.fr/chaines/france-bleu/?tag=sud-lorraine","Nancy","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_sud_lorraine_mp3/france_bleu_sud_lorraine_mp3-32k.m3u",,
"France Bleu Toulouse","http://sites.radiofrance.fr/chaines/france-bleu/?tag=toulouse","Toulouse","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_toulouse_mp3/france_bleu_toulouse_mp3-32k.m3u",,
"France Bleu Touraine","http://sites.radiofrance.fr/chaines/france-bleu/?tag=touraine","Tours","France","Regional service",32,"http://www.tv-radio.com/station/france_bleu_touraine_mp3/france_bleu_touraine_mp3-32k.m3u",,
"France Bleu Vaucluse","http://sites.radiofrance.fr/chaines/france-bleu/?tag=vaucluse","Avignon","France","Regional service",96,"http://www.tv-radio.com/station/france_bleu_vaucluse_mp3/france_bleu_vaucluse_mp3-32k.m3u",,
"France Culture","http://www.franceculture.fr/","Paris","France","Culture",128,"http://www.tv-radio.com/station/france_culture_mp3/france_culture_mp3-128k.m3u",,
"France Inter","http://www.franceinter.fr/","Paris","France","News/features",128,"http://www.tv-radio.com/station/france_inter_mp3/france_inter_mp3-128k.m3u",,
"France Maghreb","http://www.radiofrancemaghreb.com/","Paris","France","Maghreb service",128,"http://broadcast.infomaniak.ch/francemaghreb-high.mp3.m3u",,
"France Musique","http://www.francemusique.fr/","Paris","France","Classical/Jazz",128,"http://www.tv-radio.com/station/france_musique_mp3/france_musique_mp3-128k.m3u",,
"Free Rádio 107 FM","http://www.freeradio.cz/","Brno","Czech Republic","Student radio",,,32,"http://netshow.play.cz:8000/Freeradio32aac.m3u"
"Freies Radio B138","http://www.radio-b138.at/","None","Austria","Variety/free radio",192,"http://icecast.ipax.at:8010/k001436-1.mp3.m3u",,
"Freies Radio Freistadt","http://www.frf.at/","Freistadt","Austria","Variety/free radio",128,"http://develop.servus.at:8000/frf.m3u",,
"Freies Radio für Stuttgart","http://www.freies-radio.de/","Stuttgart","Germany","Local service/free radio",160,"http://streaming.freies-radio.de:8000/listen.m3u",,
"Frekvence 1","http://www.frekvence1.cz/","Prague","Czech Republic","Adult Contemporary",128,"http://icecast4.play.cz/frekvence1-128.mp3.m3u",,
"Frekvence 1 Back to the 90s","http://www.frekvence1.cz/","Prague","Czech Republic","90s music",128,"http://ice-01.lagardere.cz/web-back90s.m3u",,
"Frekvence 1 Božské rádio","http://www.frekvence1.cz/","Prague","Czech Republic","Music by Karel Gott",128,"http://ice-01.lagardere.cz/web-f1-bozskeradio.m3u",,
"Frekvence 1 Československá Diskotéka","http://www.frekvence1.cz/","Prague","Czech Republic","Disco",128,"http://ice-01.lagardere.cz/web-csdisko.m3u",,
"Frekvence 1 Československé hity","http://www.frekvence1.cz/","Prague","Czech Republic","Czech/Slovak oldies",128,"http://ice-01.lagardere.cz/web-f1-cshity.m3u",,
"Frekvence 1 Legendy","http://www.frekvence1.cz/","Prague","Czech Republic","Oldies",128,"http://ice-01.lagardere.cz/web-f1-legendy.m3u",,
"Frekvence 1 Osmdesátky","http://www.frekvence1.cz/","Prague","Czech Republic","80s music",128,"http://ice-01.lagardere.cz/web-80.m3u",,
"Frekvence 1 Poprock bez pomlčky","http://www.frekvence1.cz/","Prague","Czech Republic","Pop/Rock",128,"http://ice-01.lagardere.cz/web-poprock.m3u",,
"Frekvence 1 Retro Disco","http://www.frekvence1.cz/","Prague","Czech Republic","Disco",128,"http://ice-01.lagardere.cz/web-f1-retro.m3u",,
"Frekvence 1 Romantika","http://www.frekvence1.cz/","Prague","Czech Republic","Love songs",128,"http://ice-01.lagardere.cz/web-f1-romantika.m3u",,
"Frekvence 1 Trampská Osada","http://www.frekvence1.cz/","Prague","Czech Republic","Folk",128,"http://ice-01.lagardere.cz/web-osada.m3u",,
"French Radio London","http://www.frenchradiolondon.com/","London","United Kingdom","French language programmes",96,"http://icy-e-03.sharp-stream.com/frenchradiolon.mp3.m3u",,
"Fréquence Grands Lacs","http://www.frequencegrandslacs.fr/","Biscarosse","France","Local service",128,"http://players.creacast.com/creacast/fgl/playlist.pls",,
"Fréquence Horizon","http://www.frequencehorizon.com/","Houdain","France","Local service",128,"http://broadcast.infomaniak.ch/frequencehorizon-high.mp3.m3u",,
"Fréquence Luz","http://www.frequenceluz.com/","Luz Saint-Sauveur","France","Local service",64,"http://88.191.99.83:8000/high.m3u",,
"Fréquence Metz - Rock and British","http://www.frequencemetz.fr/","Internet only","France","Alternative rock",192,"http://www.frequencemetz.fr/listen/high.m3u",,
"Fréquence Paris Plurielle","http://www.rfpp.net/","Paris","France","Variety/community radio",96,"http://giss.tv:8000/streamfpp.mp3.m3u",,
"Fréquence Plus","http://www.frequenceplusfm.com/","Dole","France","Top 40",128,"http://broadcast.infomaniak.ch/playlists/freqplus-high.mp3.m3u",,
"Fréquence Sillé","http://www.frequence-sille.org/","Sillé le Guillaume","France","Variety/local radio",64,"http://www.streamakaci.com/radios/frequencesille.m3u",,
"Fréquence Terre","http://www.frequenceterre.com/","Paris","France","Music/Nature/Environmental news",128,"http://players.creacast.com/creacast/f_terre/playlist.pls",,
"Fréquence3","http://www.frequence3.fr/","Internet only","France","Top40",192,"http://streams.frequence3.net/mp3-192.m3u",32,"http://streams.frequence3.net/aac-32.m3u"
"Fréquence3 Only 90s","http://only90s.frequence3.fr/","Internet only","France","90s Pop/rock/dance",160,"http://streams.frequence3.net/f3-only90s/mp3-160.m3u",,
"Fresh Air","http://www.freshair.org.uk/","Edinburgh","United Kingdom","Student Radio",128,"http://www.freshair.org.uk/128.pls",,
"Fresh FM","http://www.freshfm.md/","Chisinau","Moldova","Top 40",,,32,"http://89.45.1.25:8002/listen.pls"
"Fresh FM","http://www.freshfm.net/","Nelson","New Zealand","Community radio",,,48,"http://live.wizz.co.nz/ffm.m3u"
"Fresh FM","http://www.fresh.fm/","Zoetermeer","Netherlands","Dance / Techno",,,96,"http://streams.fresh.fm:8100/listen.pls"
"Friss Rádió","http://www.frissradio.hu/","Debrecen","Hungary","Alternative, Pop, Rock",128,"http://yoda.introweb.hu:8080/listen.pls",,
"Fugi FM","http://www.fugifm.fr/","Givet","France","Local service",64,"http://62.161.48.48:8000/stream.mp3.m3u",,
"Fun 1","http://www.fun1.cz/","Internet only","Czech Republic","Dance/Trance",128,"http://www.fun1.cz/audio/fun1-128.m3u",,
"Fun FM","http://www.funfm.ro/","Csíkszereda","Romania","Top 40  (Hungarian)",128,"http://streamhost110.gtk.hu:9408/listen.pls",,
"Fun Radio","http://www.funradio.sk/","Bratislava","Slovakia","Top40",128,"http://stream.funradio.sk:8000/fun128.mp3.m3u",,
"Fun Radio","http://www.funradio.be/","Brussels","Belgium","Top40",128,"http://broadcast.infomaniak.ch/funradiobe-high.mp3.m3u",48,"http://broadcast.infomaniak.net:80/funradiobe-low.aac.m3u"
"Fun Radio","http://www.radio-fun.ro/","Bucharest","Romania","Top 40",96,"http://onix.radionix.ro:6400/listen.pls",,
"Fun Radio","http://www.funradio.fr/","Paris","France","Top40",128,"http://vipicecast.yacast.net/funradio.m3u",,
"Fun Radio 80.90.Roky","http://www.funradio.sk/","Bratislava","Slovakia","Oldies/80s/90s",128,"http://stream.funradio.sk:8000/80-90-128.mp3.m3u",,
"Fun Radio Czechoslovakia","http://www.funradio.sk/","Bratislava","Slovakia","Czech/Slovak pop",128,"http://stream.funradio.sk:8000/cs128.mp3.m3u",,
"Fun Radio Dance","http://www.funradio.sk/","Bratislava","Slovakia","Dance / Techno",128,"http://stream.funradio.sk:8000/dance128.mp3.m3u",,
"Fun Radio Danubius","http://www.funradio.sk/","Bratislava","Slovakia","Top 40/RnB/HipHop",128,"http://stream.funradio.sk:8000/danub128.mp3.m3u",,
"Fun Radio HipHop/RnB","http://www.funradio.sk/","Bratislava","Slovakia","RnB/HipHop",128,"http://stream.funradio.sk:8000/hiphop128.mp3.m3u",,
